2025-04-10 05:47:46,694 INFO    StreamThr :106 [internal.py:wandb_internal():86] W&B internal server running at pid: 106, started at: 2025-04-10 05:47:46.693157
2025-04-10 05:47:46,698 DEBUG   HandlerThread:106 [handler.py:handle_request():146] handle_request: status
2025-04-10 05:47:46,720 INFO    WriterThread:106 [datastore.py:open_for_write():87] open: /home/git/AI-trainings/visual-language-model/wandb/run-20250410_054746-cil2ekn0/run-cil2ekn0.wandb
2025-04-10 05:47:46,721 DEBUG   SenderThread:106 [sender.py:send():379] send: header
2025-04-10 05:47:46,732 DEBUG   SenderThread:106 [sender.py:send():379] send: run
2025-04-10 05:47:47,685 INFO    SenderThread:106 [dir_watcher.py:__init__():211] watching files in: /home/git/AI-trainings/visual-language-model/wandb/run-20250410_054746-cil2ekn0/files
2025-04-10 05:47:47,685 INFO    SenderThread:106 [sender.py:_start_run_threads():1124] run started: cil2ekn0 with start time 1744264066.704251
2025-04-10 05:47:47,692 DEBUG   HandlerThread:106 [handler.py:handle_request():146] handle_request: check_version
2025-04-10 05:47:47,692 DEBUG   SenderThread:106 [sender.py:send_request():406] send_request: check_version
2025-04-10 05:47:47,831 DEBUG   HandlerThread:106 [handler.py:handle_request():146] handle_request: run_start
2025-04-10 05:47:49,437 DEBUG   HandlerThread:106 [system_info.py:__init__():26] System info init
2025-04-10 05:47:49,437 DEBUG   HandlerThread:106 [system_info.py:__init__():41] System info init done
2025-04-10 05:47:49,437 INFO    HandlerThread:106 [system_monitor.py:start():194] Starting system monitor
2025-04-10 05:47:49,437 INFO    SystemMonitor:106 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-04-10 05:47:49,437 INFO    HandlerThread:106 [system_monitor.py:probe():214] Collecting system info
2025-04-10 05:47:49,437 INFO    SystemMonitor:106 [interfaces.py:start():190] Started cpu monitoring
2025-04-10 05:47:49,438 INFO    SystemMonitor:106 [interfaces.py:start():190] Started disk monitoring
2025-04-10 05:47:49,438 INFO    SystemMonitor:106 [interfaces.py:start():190] Started gpu monitoring
2025-04-10 05:47:49,439 INFO    SystemMonitor:106 [interfaces.py:start():190] Started memory monitoring
2025-04-10 05:47:49,439 INFO    SystemMonitor:106 [interfaces.py:start():190] Started network monitoring
2025-04-10 05:47:49,446 DEBUG   HandlerThread:106 [system_info.py:probe():150] Probing system
2025-04-10 05:47:49,447 DEBUG   HandlerThread:106 [system_info.py:_probe_git():135] Probing git
2025-04-10 05:47:49,450 DEBUG   HandlerThread:106 [system_info.py:_probe_git():143] Probing git done
2025-04-10 05:47:49,450 DEBUG   HandlerThread:106 [system_info.py:probe():198] Probing system done
2025-04-10 05:47:49,450 DEBUG   HandlerThread:106 [system_monitor.py:probe():223] {'os': 'Linux-6.8.0-57-generic-x86_64-with-glibc2.31', 'python': '3.10.11', 'heartbeatAt': '2025-04-10T05:47:49.446272', 'startedAt': '2025-04-10T05:47:46.679437', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'home/git/AI-trainings/visual-language-model/2_modeling_clean_vit_pretrained_custom_tokenizer-wandb.ipynb', 'codePathLocal': None, 'root': '/home/git/AI-trainings', 'git': {'remote': 'https://github.com/ytiam/AI-trainings.git', 'commit': '9a63795c23a3843481e4dca843836ee2b2e7e74e'}, 'email': 'amrkmrc@gmail.com', 'host': 'ytiam', 'username': 'root', 'executable': '/opt/conda/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3.0664166666666666, 'min': 800.0, 'max': 5000.0}, 'cpu_freq_per_core': [{'current': 4.489, 'min': 800.0, 'max': 5000.0}, {'current': 4.2, 'min': 800.0, 'max': 5000.0}, {'current': 4.499, 'min': 800.0, 'max': 5000.0}, {'current': 4.43, 'min': 800.0, 'max': 5000.0}, {'current': 4.244, 'min': 800.0, 'max': 5000.0}, {'current': 4.199, 'min': 800.0, 'max': 5000.0}, {'current': 4.454, 'min': 800.0, 'max': 5000.0}, {'current': 4.197, 'min': 800.0, 'max': 5000.0}, {'current': 0.8, 'min': 800.0, 'max': 5000.0}, {'current': 4.434, 'min': 800.0, 'max': 5000.0}, {'current': 4.253, 'min': 800.0, 'max': 5000.0}, {'current': 0.8, 'min': 800.0, 'max': 5000.0}], 'disk': {'/': {'total': 50.3548583984375, 'used': 37.30842971801758}}, 'gpu': 'NVIDIA GeForce RTX 2060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2060', 'memory_total': 6442450944}], 'memory': {'total': 15.439613342285156}}
2025-04-10 05:47:49,450 INFO    HandlerThread:106 [system_monitor.py:probe():224] Finished collecting system info
2025-04-10 05:47:49,450 INFO    HandlerThread:106 [system_monitor.py:probe():227] Publishing system info
2025-04-10 05:47:49,450 DEBUG   HandlerThread:106 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2025-04-10 05:47:49,687 INFO    Thread-12 :106 [dir_watcher.py:_on_file_created():271] file/dir created: /home/git/AI-trainings/visual-language-model/wandb/run-20250410_054746-cil2ekn0/files/conda-environment.yaml
2025-04-10 05:47:54,073 DEBUG   HandlerThread:106 [system_info.py:_save_conda():222] Saving conda packages done
2025-04-10 05:47:54,073 INFO    HandlerThread:106 [system_monitor.py:probe():229] Finished publishing system info
2025-04-10 05:47:54,102 DEBUG   HandlerThread:106 [handler.py:handle_request():146] handle_request: status_report
2025-04-10 05:47:54,102 DEBUG   HandlerThread:106 [handler.py:handle_request():146] handle_request: keepalive
2025-04-10 05:47:54,102 DEBUG   SenderThread:106 [sender.py:send():379] send: files
2025-04-10 05:47:54,102 INFO    SenderThread:106 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2025-04-10 05:47:54,271 DEBUG   HandlerThread:106 [handler.py:handle_request():146] handle_request: python_packages
2025-04-10 05:47:54,271 DEBUG   SenderThread:106 [sender.py:send_request():406] send_request: python_packages
2025-04-10 05:47:54,271 DEBUG   HandlerThread:106 [handler.py:handle_request():146] handle_request: stop_status
2025-04-10 05:47:54,272 DEBUG   SenderThread:106 [sender.py:send_request():406] send_request: stop_status
2025-04-10 05:47:54,273 DEBUG   HandlerThread:106 [handler.py:handle_request():146] handle_request: internal_messages
2025-04-10 05:47:54,275 DEBUG   HandlerThread:106 [handler.py:handle_request():146] handle_request: pause
2025-04-10 05:47:54,275 INFO    HandlerThread:106 [handler.py:handle_request_pause():708] stopping system metrics thread
2025-04-10 05:47:54,275 INFO    HandlerThread:106 [system_monitor.py:finish():203] Stopping system monitor
2025-04-10 05:47:54,275 DEBUG   SystemMonitor:106 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2025-04-10 05:47:54,275 DEBUG   SystemMonitor:106 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2025-04-10 05:47:54,275 DEBUG   SystemMonitor:106 [system_monitor.py:_start():183] Publishing last batch of metrics
2025-04-10 05:47:54,276 INFO    HandlerThread:106 [interfaces.py:finish():202] Joined cpu monitor
2025-04-10 05:47:54,276 INFO    HandlerThread:106 [interfaces.py:finish():202] Joined disk monitor
2025-04-10 05:47:54,279 INFO    HandlerThread:106 [interfaces.py:finish():202] Joined gpu monitor
2025-04-10 05:47:54,279 INFO    HandlerThread:106 [interfaces.py:finish():202] Joined memory monitor
2025-04-10 05:47:54,279 INFO    HandlerThread:106 [interfaces.py:finish():202] Joined network monitor
2025-04-10 05:47:54,688 INFO    Thread-12 :106 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/git/AI-trainings/visual-language-model/wandb/run-20250410_054746-cil2ekn0/files/conda-environment.yaml
2025-04-10 05:47:54,689 INFO    Thread-12 :106 [dir_watcher.py:_on_file_created():271] file/dir created: /home/git/AI-trainings/visual-language-model/wandb/run-20250410_054746-cil2ekn0/files/requirements.txt
2025-04-10 05:47:54,690 INFO    Thread-12 :106 [dir_watcher.py:_on_file_created():271] file/dir created: /home/git/AI-trainings/visual-language-model/wandb/run-20250410_054746-cil2ekn0/files/wandb-metadata.json
2025-04-10 05:47:54,758 DEBUG   SenderThread:106 [sender.py:send():379] send: telemetry
2025-04-10 05:47:54,758 DEBUG   SenderThread:106 [sender.py:send():379] send: stats
2025-04-10 05:47:55,336 INFO    wandb-upload_0:106 [upload_job.py:push():131] Uploaded file /tmp/tmpyxl09fnxwandb/dq5lvypx-wandb-metadata.json
2025-04-10 05:47:57,759 DEBUG   HandlerThread:106 [handler.py:handle_request():146] handle_request: status_report
2025-04-10 05:48:02,760 DEBUG   HandlerThread:106 [handler.py:handle_request():146] handle_request: status_report
2025-04-10 05:48:04,244 DEBUG   HandlerThread:106 [handler.py:handle_request():146] handle_request: resume
2025-04-10 05:48:04,244 INFO    HandlerThread:106 [handler.py:handle_request_resume():699] starting system metrics thread
2025-04-10 05:48:04,244 INFO    HandlerThread:106 [system_monitor.py:start():194] Starting system monitor
2025-04-10 05:48:04,244 INFO    SystemMonitor:106 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-04-10 05:48:04,244 INFO    SystemMonitor:106 [interfaces.py:start():190] Started cpu monitoring
2025-04-10 05:48:04,245 INFO    SystemMonitor:106 [interfaces.py:start():190] Started disk monitoring
2025-04-10 05:48:04,245 INFO    SystemMonitor:106 [interfaces.py:start():190] Started gpu monitoring
2025-04-10 05:48:04,245 INFO    SystemMonitor:106 [interfaces.py:start():190] Started memory monitoring
2025-04-10 05:48:04,246 INFO    SystemMonitor:106 [interfaces.py:start():190] Started network monitoring
2025-04-10 05:48:04,256 DEBUG   SenderThread:106 [sender.py:send():379] send: telemetry
2025-04-10 05:48:04,257 DEBUG   SenderThread:106 [sender.py:send():379] send: exit
2025-04-10 05:48:04,257 INFO    SenderThread:106 [sender.py:send_exit():586] handling exit code: 0
2025-04-10 05:48:04,257 INFO    SenderThread:106 [sender.py:send_exit():588] handling runtime: 6
2025-04-10 05:48:04,258 INFO    SenderThread:106 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2025-04-10 05:48:04,258 INFO    SenderThread:106 [sender.py:send_exit():594] send defer
2025-04-10 05:48:04,258 DEBUG   HandlerThread:106 [handler.py:handle_request():146] handle_request: defer
2025-04-10 05:48:04,258 INFO    HandlerThread:106 [handler.py:handle_request_defer():172] handle defer: 0
2025-04-10 05:48:04,258 DEBUG   SenderThread:106 [sender.py:send_request():406] send_request: defer
2025-04-10 05:48:04,258 INFO    SenderThread:106 [sender.py:send_request_defer():610] handle sender defer: 0
2025-04-10 05:48:04,258 INFO    SenderThread:106 [sender.py:transition_state():614] send defer: 1
2025-04-10 05:48:04,258 DEBUG   HandlerThread:106 [handler.py:handle_request():146] handle_request: defer
2025-04-10 05:48:04,258 INFO    HandlerThread:106 [handler.py:handle_request_defer():172] handle defer: 1
2025-04-10 05:48:04,258 DEBUG   SenderThread:106 [sender.py:send_request():406] send_request: defer
2025-04-10 05:48:04,258 INFO    SenderThread:106 [sender.py:send_request_defer():610] handle sender defer: 1
2025-04-10 05:48:04,258 INFO    SenderThread:106 [sender.py:transition_state():614] send defer: 2
2025-04-10 05:48:04,258 DEBUG   HandlerThread:106 [handler.py:handle_request():146] handle_request: defer
2025-04-10 05:48:04,258 INFO    HandlerThread:106 [handler.py:handle_request_defer():172] handle defer: 2
2025-04-10 05:48:04,258 INFO    HandlerThread:106 [system_monitor.py:finish():203] Stopping system monitor
2025-04-10 05:48:04,259 INFO    HandlerThread:106 [interfaces.py:finish():202] Joined cpu monitor
2025-04-10 05:48:04,259 INFO    HandlerThread:106 [interfaces.py:finish():202] Joined disk monitor
2025-04-10 05:48:04,259 DEBUG   SystemMonitor:106 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2025-04-10 05:48:04,259 DEBUG   SystemMonitor:106 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2025-04-10 05:48:04,259 DEBUG   SystemMonitor:106 [system_monitor.py:_start():183] Publishing last batch of metrics
2025-04-10 05:48:04,262 INFO    HandlerThread:106 [interfaces.py:finish():202] Joined gpu monitor
2025-04-10 05:48:04,262 INFO    HandlerThread:106 [interfaces.py:finish():202] Joined memory monitor
2025-04-10 05:48:04,262 INFO    HandlerThread:106 [interfaces.py:finish():202] Joined network monitor
2025-04-10 05:48:04,262 DEBUG   SenderThread:106 [sender.py:send_request():406] send_request: defer
2025-04-10 05:48:04,262 INFO    SenderThread:106 [sender.py:send_request_defer():610] handle sender defer: 2
2025-04-10 05:48:04,262 INFO    SenderThread:106 [sender.py:transition_state():614] send defer: 3
2025-04-10 05:48:04,262 DEBUG   SenderThread:106 [sender.py:send():379] send: stats
2025-04-10 05:48:04,262 DEBUG   HandlerThread:106 [handler.py:handle_request():146] handle_request: defer
2025-04-10 05:48:04,262 INFO    HandlerThread:106 [handler.py:handle_request_defer():172] handle defer: 3
2025-04-10 05:48:04,262 DEBUG   SenderThread:106 [sender.py:send_request():406] send_request: defer
2025-04-10 05:48:04,262 INFO    SenderThread:106 [sender.py:send_request_defer():610] handle sender defer: 3
2025-04-10 05:48:04,263 INFO    SenderThread:106 [sender.py:transition_state():614] send defer: 4
2025-04-10 05:48:04,263 DEBUG   HandlerThread:106 [handler.py:handle_request():146] handle_request: defer
2025-04-10 05:48:04,263 INFO    HandlerThread:106 [handler.py:handle_request_defer():172] handle defer: 4
2025-04-10 05:48:04,263 DEBUG   SenderThread:106 [sender.py:send_request():406] send_request: defer
2025-04-10 05:48:04,263 INFO    SenderThread:106 [sender.py:send_request_defer():610] handle sender defer: 4
2025-04-10 05:48:04,263 INFO    SenderThread:106 [sender.py:transition_state():614] send defer: 5
2025-04-10 05:48:04,263 DEBUG   HandlerThread:106 [handler.py:handle_request():146] handle_request: defer
2025-04-10 05:48:04,263 INFO    HandlerThread:106 [handler.py:handle_request_defer():172] handle defer: 5
2025-04-10 05:48:04,263 DEBUG   SenderThread:106 [sender.py:send():379] send: summary
2025-04-10 05:48:04,263 INFO    SenderThread:106 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2025-04-10 05:48:04,263 DEBUG   SenderThread:106 [sender.py:send_request():406] send_request: defer
2025-04-10 05:48:04,263 INFO    SenderThread:106 [sender.py:send_request_defer():610] handle sender defer: 5
